,,,DATA AS OF: August 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,




School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA - # of English Language Arts (ELA) Test Takers,MSAA - ELA -  # Level 1,MSAA - ELA - # Level 2,MSAA - ELA - # Level 3,MSAA - ELA - # Level 4,MSAA - ELA # Proficient,MSAA - ELA - % Level 1,MSAA - ELA - % Level 2,MSAA - ELA - % Level 3,MSAA - ELA - % Level 4,MSAA - ELA - % Proficient,MSAA - # of Math Test Takers,MSAA - Math -  # Level 1,MSAA - Math - # Level 2,MSAA - Math - # Level 3,MSAA - Math - # Level 4,MSAA - Math # Proficient,MSAA - Math - % Level 1,MSAA - Math - % Level 2,MSAA - Math - % Level 3,MSAA - Math - % Level 4,MSAA - Math - % Proficient
326,Thomson Elementary School,ALL,110,16,31,29,32,2,34,0.145,0.282,0.264,0.291,1.8181818181818181E-2,0.309,110,10,27,36,34,3,37,9.0909090909090912E-2,0.245,0.327,0.309,2.7272727272727271E-2,0.336,.,,,,,,,,,,,.,,,,,,,,,,
327,Truesdell Education Campus,03,55,11,11,12,20,1,21,0.200,0.200,0.218,0.364,1.8181818181818181E-2,0.382,55,8,11,23,11,2,13,0.145,0.200,0.418,0.200,3.6363636363636362E-2,0.236,.,,,,,,,,,,,.,,,,,,,,,,
327,Truesdell Education Campus,04,77,10,13,21,22,11,33,0.130,0.169,0.273,0.286,0.143,0.429,77,24,15,16,20,2,22,0.312,0.195,0.208,0.260,2.5974025974025976E-2,0.286,.,,,,,,,,,,,.,,,,,,,,,,
327,Truesdell Education Campus,05,61,11,13,12,22,3,25,0.180,0.213,0.197,0.361,4.9180327868852458E-2,0.410,62,9,23,10,18,2,20,0.145,0.371,0.161,0.290,3.2258064516129031E-2,0.323,.,,,,,,,,,,,.,,,,,,,,,,
327,Truesdell Education Campus,07,66,7,8,15,25,11,36,0.106,0.121,0.227,0.379,0.167,0.545,66,4,23,19,19,1,20,6.0606060606060608E-2,0.348,0.288,0.288,1.5151515151515152E-2,0.303,.,,,,,,,,,,,.,,,,,,,,,,
327,Truesdell Education Campus,08,50,6,7,18,17,2,19,0.120,0.140,0.360,0.340,0.040,0.380,50,20,9,11,10,0,10,0.400,0.180,0.220,0.200,0.000,0.200,.,,,,,,,,,,,.,,,,,,,,,,
327,Truesdell Education Campus,ALL,309,45,52,78,106,28,134,0.146,0.168,0.252,0.343,9.0614886731391592E-2,0.434,310,65,81,79,78,7,85,0.210,0.261,0.255,0.252,2.2580645161290321E-2,0.274,.,,,,,,,,,,,.,,,,,,,,,,
328,Tubman Elementary School,03,70,19,20,19,12,0,12,0.271,0.286,0.271,0.171,0.000,0.171,70,5,11,26,27,1,28,7.1428571428571425E-2,0.157,0.371,0.386,1.4285714285714285E-2,0.400,.,,,,,,,,,,,.,,,,,,,,,,
328,Tubman Elementary School,04,56,6,8,24,14,4,18,0.107,0.143,0.429,0.250,7.1428571428571425E-2,0.321,56,2,11,28,13,2,15,3.5714285714285712E-2,0.196,0.500,0.232,3.5714285714285712E-2,0.268,.,,,,,,,,,,,.,,,,,,,,,,
328,Tubman Elementary School,05,87,22,27,26,11,1,12,0.253,0.310,0.299,0.126,1.1494252873563218E-2,0.138,87,12,33,21,18,3,21,0.138,0.379,0.241,0.207,3.4482758620689655E-2,0.241,.,,,,,,,,,,,.,,,,,,,,,,
328,Tubman Elementary School,ALL,213,47,55,69,37,5,42,0.221,0.258,0.324,0.174,2.3474178403755867E-2,0.197,213,19,55,75,58,6,64,8.9201877934272297E-2,0.258,0.352,0.272,2.8169014084507043E-2,0.300,.,,,,,,,,,,,.,,,,,,,,,,
329,Turner Elementary School,03,72,43,10,12,7,0,7,0.597,0.139,0.167,9.7222222222222224E-2,0.000,9.7222222222222224E-2,72,17,21,14,19,1,20,0.236,0.292,0.194,0.264,1.3888888888888888E-2,0.278,.,,,,,,,,,,,.,,,,,,,,,,
329,Turner Elementary School,04,61,26,19,13,3,0,3,0.426,0.311,0.213,4.9180327868852458E-2,0.000,4.9180327868852458E-2,61,20,26,8,7,0,7,0.328,0.426,0.131,0.115,0.000,0.115,.,,,,,,,,,,,.,,,,,,,,,,
329,Turner Elementary School,05,62,14,15,25,7,1,8,0.226,0.242,0.403,0.113,1.6129032258064516E-2,0.129,62,11,14,18,14,5,19,0.177,0.226,0.290,0.226,8.0645161290322578E-2,0.306,.,,,,,,,,,,,.,,,,,,,,,,
329,Turner Elementary School,ALL,195,83,44,50,17,1,18,0.426,0.226,0.256,8.7179487179487175E-2,5.1282051282051282E-3,9.2307692307692313E-2,195,48,61,40,40,6,46,0.246,0.313,0.205,0.205,3.0769230769230771E-2,0.236,.,,,,,,,,,,,.,,,,,,,,,,
330,Tyler Elementary School,03,58,10,13,18,16,1,17,0.172,0.224,0.310,0.276,1.7241379310344827E-2,0.293,58,15,16,16,11,0,11,0.259,0.276,0.276,0.190,0.000,0.190,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
330,Tyler Elementary School,04,58,5,10,21,19,3,22,8.6206896551724144E-2,0.172,0.362,0.328,5.1724137931034482E-2,0.379,58,10,16,16,14,2,16,0.172,0.276,0.276,0.241,3.4482758620689655E-2,0.276,.,,,,,,,,,,,.,,,,,,,,,,
330,Tyler Elementary School,05,53,3,12,23,15,0,15,5.6603773584905662E-2,0.226,0.434,0.283,0.000,0.283,53,1,15,21,13,3,16,1.8867924528301886E-2,0.283,0.396,0.245,5.6603773584905662E-2,0.302,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
330,Tyler Elementary School,ALL,169,18,35,62,50,4,54,0.107,0.207,0.367,0.296,2.3668639053254437E-2,0.320,169,26,47,53,38,5,43,0.154,0.278,0.314,0.225,2.9585798816568046E-2,0.254,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
331,Van Ness Elementary School,03,38,10,5,3,15,5,20,0.263,0.132,7.8947368421052627E-2,0.395,0.132,0.526,38,10,7,6,11,4,15,0.263,0.184,0.158,0.289,0.105,0.395,.,,,,,,,,,,,.,,,,,,,,,,
331,Van Ness Elementary School,ALL,38,10,5,3,15,5,20,0.263,0.132,7.8947368421052627E-2,0.395,0.132,0.526,38,10,7,6,11,4,15,0.263,0.184,0.158,0.289,0.105,0.395,.,,,,,,,,,,,.,,,,,,,,,,
332,Walker-Jones Education Campus,03,46,13,8,9,15,1,16,0.283,0.174,0.196,0.326,2.1739130434782608E-2,0.348,46,4,6,18,17,1,18,8.6956521739130432E-2,0.130,0.391,0.370,2.1739130434782608E-2,0.391,.,,,,,,,,,,,.,,,,,,,,,,
332,Walker-Jones Education Campus,04,29,1,12,9,7,0,7,3.4482758620689655E-2,0.414,0.310,0.241,0.000,0.241,29,4,8,12,5,0,5,0.138,0.276,0.414,0.172,0.000,0.172,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
332,Walker-Jones Education Campus,05,38,10,10,11,7,0,7,0.263,0.263,0.289,0.184,0.000,0.184,38,7,18,9,4,0,4,0.184,0.474,0.237,0.105,0.000,0.105,.,,,,,,,,,,,.,,,,,,,,,,
332,Walker-Jones Education Campus,06,33,5,9,14,4,1,5,0.152,0.273,0.424,0.121,3.0303030303030304E-2,0.152,33,15,11,6,1,0,1,0.455,0.333,0.182,3.0303030303030304E-2,0.000,3.0303030303030304E-2,.,,,,,,,,,,,.,,,,,,,,,,
332,Walker-Jones Education Campus,07,24,7,6,9,2,0,2,0.292,0.250,0.375,8.3333333333333329E-2,0.000,8.3333333333333329E-2,24,7,12,5,0,0,0,0.292,0.500,0.208,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
332,Walker-Jones Education Campus,08,25,10,4,9,2,0,2,0.400,0.160,0.360,0.080,0.000,0.080,25,13,10,2,0,0,0,0.520,0.400,0.080,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
332,Walker-Jones Education Campus,ALL,195,46,49,61,37,2,39,0.236,0.251,0.313,0.190,1.0256410256410256E-2,0.200,195,50,65,52,27,1,28,0.256,0.333,0.267,0.138,5.1282051282051282E-3,0.144,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
333,Watkins Elementary School (Capitol Hill Cluster),03,86,11,20,16,35,4,39,0.128,0.233,0.186,0.407,4.6511627906976744E-2,0.453,86,3,15,21,36,11,47,3.4883720930232558E-2,0.174,0.244,0.419,0.128,0.547,.,,,,,,,,,,,.,,,,,,,,,,
333,Watkins Elementary School (Capitol Hill Cluster),04,94,16,15,23,26,14,40,0.170,0.160,0.245,0.277,0.149,0.426,93,10,23,23,28,9,37,0.108,0.247,0.247,0.301,9.6774193548387094E-2,0.398,.,,,,,,,,,,,.,,,,,,,,,,
333,Watkins Elementary School (Capitol Hill Cluster),05,79,4,8,21,37,9,46,5.0632911392405063E-2,0.101,0.266,0.468,0.114,0.582,79,2,25,22,26,4,30,2.5316455696202531E-2,0.316,0.278,0.329,5.0632911392405063E-2,0.380,.,,,,,,,,,,,.,,,,,,,,,,
333,Watkins Elementary School (Capitol Hill Cluster),ALL,259,31,43,60,98,27,125,0.120,0.166,0.232,0.378,0.104,0.483,258,15,63,66,90,24,114,5.8139534883720929E-2,0.244,0.256,0.349,9.3023255813953487E-2,0.442,.,,,,,,,,,,,.,,,,,,,,,,
335,Wheatley Education Campus,03,23,8,6,2,6,1,7,0.348,0.261,8.6956521739130432E-2,0.261,4.3478260869565216E-2,0.304,23,5,7,5,6,0,6,0.217,0.304,0.217,0.261,0.000,0.261,.,,,,,,,,,,,.,,,,,,,,,,
335,Wheatley Education Campus,04,25,13,4,6,2,0,2,0.520,0.160,0.240,0.080,0.000,0.080,24,9,8,5,2,0,2,0.375,0.333,0.208,8.3333333333333329E-2,0.000,8.3333333333333329E-2,.,,,,,,,,,,,.,,,,,,,,,,
335,Wheatley Education Campus,05,30,10,9,8,3,0,3,0.333,0.300,0.267,0.100,0.000,0.100,30,8,9,12,1,0,1,0.267,0.300,0.400,3.3333333333333333E-2,0.000,3.3333333333333333E-2,.,,,,,,,,,,,.,,,,,,,,,,
335,Wheatley Education Campus,06,25,10,4,4,7,0,7,0.400,0.160,0.160,0.280,0.000,0.280,25,9,9,6,1,0,1,0.360,0.360,0.240,0.040,0.000,0.040,.,,,,,,,,,,,.,,,,,,,,,,
335,Wheatley Education Campus,07,19,1,2,5,10,1,11,5.2631578947368418E-2,0.105,0.263,0.526,5.2631578947368418E-2,0.579,19,2,10,6,1,0,1,0.105,0.526,0.316,5.2631578947368418E-2,0.000,5.2631578947368418E-2,.,,,,,,,,,,,.,,,,,,,,,,
335,Wheatley Education Campus,08,24,2,5,9,8,0,8,8.3333333333333329E-2,0.208,0.375,0.333,0.000,0.333,24,14,5,4,1,0,1,0.583,0.208,0.167,4.1666666666666664E-2,0.000,4.1666666666666664E-2,.,,,,,,,,,,,.,,,,,,,,,,
335,Wheatley Education Campus,ALL,146,44,30,34,36,2,38,0.301,0.205,0.233,0.247,1.3698630136986301E-2,0.260,145,47,48,38,12,0,12,0.324,0.331,0.262,8.2758620689655171E-2,0.000,8.2758620689655171E-2,.,,,,,,,,,,,.,,,,,,,,,,
336,West Education Campus,03,37,5,8,6,17,1,18,0.135,0.216,0.162,0.459,2.7027027027027029E-2,0.486,37,2,6,13,13,3,16,5.4054054054054057E-2,0.162,0.351,0.351,8.1081081081081086E-2,0.432,.,,,,,,,,,,,.,,,,,,,,,,
336,West Education Campus,04,34,2,11,11,6,4,10,5.8823529411764705E-2,0.324,0.324,0.176,0.118,0.294,33,4,6,9,11,3,14,0.121,0.182,0.273,0.333,9.0909090909090912E-2,0.424,.,,,,,,,,,,,.,,,,,,,,,,
336,West Education Campus,05,44,5,13,12,12,2,14,0.114,0.295,0.273,0.273,4.5454545454545456E-2,0.318,44,2,17,13,10,2,12,4.5454545454545456E-2,0.386,0.295,0.227,4.5454545454545456E-2,0.273,.,,,,,,,,,,,.,,,,,,,,,,
336,West Education Campus,07,19,1,1,3,12,2,14,5.2631578947368418E-2,5.2631578947368418E-2,0.158,0.632,0.105,0.737,19,2,5,4,5,3,8,0.105,0.263,0.211,0.263,0.158,0.421,.,,,,,,,,,,,.,,,,,,,,,,
336,West Education Campus,08,17,2,3,4,8,0,8,0.118,0.176,0.235,0.471,0.000,0.471,17,4,1,3,9,0,9,0.235,5.8823529411764705E-2,0.176,0.529,0.000,0.529,.,,,,,,,,,,,.,,,,,,,,,,
336,West Education Campus,ALL,151,15,36,36,55,9,64,9.9337748344370855E-2,0.238,0.238,0.364,5.9602649006622516E-2,0.424,150,14,35,42,48,11,59,9.3333333333333338E-2,0.233,0.280,0.320,7.3333333333333334E-2,0.393,.,,,,,,,,,,,.,,,,,,,,,,
338,Whittier Education Campus,03,27,2,4,8,11,2,13,7.407407407407407E-2,0.148,0.296,0.407,7.407407407407407E-2,0.481,27,1,4,4,14,4,18,3.7037037037037035E-2,0.148,0.148,0.519,0.148,0.667,.,,,,,,,,,,,.,,,,,,,,,,
338,Whittier Education Campus,04,23,1,6,6,10,0,10,4.3478260869565216E-2,0.261,0.261,0.435,0.000,0.435,23,2,5,5,8,3,11,8.6956521739130432E-2,0.217,0.217,0.348,0.130,0.478,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
338,Whittier Education Campus,05,34,4,3,18,9,0,9,0.118,8.8235294117647065E-2,0.529,0.265,0.000,0.265,34,5,12,8,9,0,9,0.147,0.353,0.235,0.265,0.000,0.265,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
338,Whittier Education Campus,06,32,1,3,14,12,2,14,3.125E-2,9.375E-2,0.438,0.375,6.25E-2,0.438,32,4,5,12,11,0,11,0.125,0.156,0.375,0.344,0.000,0.344,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
338,Whittier Education Campus,07,21,1,4,5,10,1,11,4.7619047619047616E-2,0.190,0.238,0.476,4.7619047619047616E-2,0.524,21,0,5,11,5,0,5,0.000,0.238,0.524,0.238,0.000,0.238,.,,,,,,,,,,,.,,,,,,,,,,
338,Whittier Education Campus,08,24,1,8,2,13,0,13,4.1666666666666664E-2,0.333,8.3333333333333329E-2,0.542,0.000,0.542,23,1,2,8,12,0,12,4.3478260869565216E-2,8.6956521739130432E-2,0.348,0.522,0.000,0.522,n < 10,,,,,,,,,,,.,,,,,,,,,,
338,Whittier Education Campus,ALL,161,10,28,53,65,5,70,6.2111801242236024E-2,0.174,0.329,0.404,3.1055900621118012E-2,0.435,160,13,33,48,59,7,66,8.1250000000000003E-2,0.206,0.300,0.369,4.3749999999999997E-2,0.412,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
339,J.O. Wilson Elementary School,03,52,20,9,14,8,1,9,0.385,0.173,0.269,0.154,1.9230769230769232E-2,0.173,53,14,13,18,6,2,8,0.264,0.245,0.340,0.113,3.7735849056603772E-2,0.151,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
339,J.O. Wilson Elementary School,04,55,19,11,14,10,1,11,0.345,0.200,0.255,0.182,1.8181818181818181E-2,0.200,57,16,13,15,13,0,13,0.281,0.228,0.263,0.228,0.000,0.228,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
339,J.O. Wilson Elementary School,05,56,7,13,17,19,0,19,0.125,0.232,0.304,0.339,0.000,0.339,56,6,10,24,16,0,16,0.107,0.179,0.429,0.286,0.000,0.286,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
339,J.O. Wilson Elementary School,ALL,163,46,33,45,37,2,39,0.282,0.202,0.276,0.227,1.2269938650306749E-2,0.239,166,36,36,57,35,2,37,0.217,0.217,0.343,0.211,1.2048192771084338E-2,0.223,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
344,King Elementary School,03,38,9,14,7,7,1,8,0.237,0.368,0.184,0.184,2.6315789473684209E-2,0.211,38,1,11,7,17,2,19,2.6315789473684209E-2,0.289,0.184,0.447,5.2631578947368418E-2,0.500,.,,,,,,,,,,,.,,,,,,,,,,
344,King Elementary School,04,30,9,7,8,5,1,6,0.300,0.233,0.267,0.167,3.3333333333333333E-2,0.200,30,3,13,9,5,0,5,0.100,0.433,0.300,0.167,0.000,0.167,.,,,,,,,,,,,.,,,,,,,,,,
344,King Elementary School,05,37,7,12,12,6,0,6,0.189,0.324,0.324,0.162,0.000,0.162,37,3,22,6,6,0,6,8.1081081081081086E-2,0.595,0.162,0.162,0.000,0.162,.,,,,,,,,,,,.,,,,,,,,,,
344,King Elementary School,ALL,105,25,33,27,18,2,20,0.238,0.314,0.257,0.171,1.9047619047619049E-2,0.190,105,7,46,22,28,2,30,6.6666666666666666E-2,0.438,0.210,0.267,1.9047619047619049E-2,0.286,.,,,,,,,,,,,.,,,,,,,,,,
347,Brookland Middle School,06,86,12,37,20,17,0,17,0.140,0.430,0.233,0.198,0.000,0.198,85,26,34,21,4,0,4,0.306,0.400,0.247,4.7058823529411764E-2,0.000,4.7058823529411764E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
347,Brookland Middle School,07,83,14,23,21,21,4,25,0.169,0.277,0.253,0.253,4.8192771084337352E-2,0.301,83,17,32,23,10,1,11,0.205,0.386,0.277,0.120,1.2048192771084338E-2,0.133,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
347,Brookland Middle School,08,83,18,19,30,16,0,16,0.217,0.229,0.361,0.193,0.000,0.193,81,35,26,15,5,0,5,0.432,0.321,0.185,6.1728395061728392E-2,0.000,6.1728395061728392E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
347,Brookland Middle School,ALL,252,44,79,71,54,4,58,0.175,0.313,0.282,0.214,1.5873015873015872E-2,0.230,249,78,92,59,19,1,20,0.313,0.369,0.237,7.6305220883534142E-2,4.0160642570281121E-3,8.0321285140562249E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
349,Dorothy I. Height Elementary School,03,52,7,7,11,26,1,27,0.135,0.135,0.212,0.500,1.9230769230769232E-2,0.519,52,6,6,15,17,8,25,0.115,0.115,0.288,0.327,0.154,0.481,.,,,,,,,,,,,.,,,,,,,,,,
349,Dorothy I. Height Elementary School,04,44,10,10,14,8,2,10,0.227,0.227,0.318,0.182,4.5454545454545456E-2,0.227,45,6,6,12,18,3,21,0.133,0.133,0.267,0.400,6.6666666666666666E-2,0.467,.,,,,,,,,,,,.,,,,,,,,,,
349,Dorothy I. Height Elementary School,05,56,12,10,8,20,6,26,0.214,0.179,0.143,0.357,0.107,0.464,56,6,14,12,17,7,24,0.107,0.250,0.214,0.304,0.125,0.429,.,,,,,,,,,,,.,,,,,,,,,,
349,Dorothy I. Height Elementary School,ALL,152,29,27,33,54,9,63,0.191,0.178,0.217,0.355,5.921052631578947E-2,0.414,153,18,26,39,52,18,70,0.118,0.170,0.255,0.340,0.118,0.458,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,03,31,5,6,8,10,2,12,0.161,0.194,0.258,0.323,6.4516129032258063E-2,0.387,31,8,4,3,11,5,16,0.258,0.129,9.6774193548387094E-2,0.355,0.161,0.516,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,04,27,3,6,8,10,0,10,0.111,0.222,0.296,0.370,0.000,0.370,27,7,3,7,10,0,10,0.259,0.111,0.259,0.370,0.000,0.370,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,05,20,0,5,8,6,1,7,0.000,0.250,0.400,0.300,0.050,0.350,20,3,4,6,7,0,7,0.150,0.200,0.300,0.350,0.000,0.350,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,06,31,4,5,11,9,2,11,0.129,0.161,0.355,0.290,6.4516129032258063E-2,0.355,31,5,11,9,4,2,6,0.161,0.355,0.290,0.129,6.4516129032258063E-2,0.194,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,07,16,0,0,4,10,2,12,0.000,0.000,0.250,0.625,0.125,0.750,16,1,3,8,3,1,4,6.25E-2,0.188,0.500,0.188,6.25E-2,0.250,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,08,23,1,3,6,11,2,13,4.3478260869565216E-2,0.130,0.261,0.478,8.6956521739130432E-2,0.565,23,6,6,4,7,0,7,0.261,0.261,0.174,0.304,0.000,0.304,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,ALL,148,13,25,45,56,9,65,8.7837837837837843E-2,0.169,0.304,0.378,6.0810810810810814E-2,0.439,148,30,31,37,42,8,50,0.203,0.209,0.250,0.284,5.4054054054054057E-2,0.338,.,,,,,,,,,,,.,,,,,,,,,,
370,Langley Elementary School,03,31,10,6,12,3,0,3,0.323,0.194,0.387,9.6774193548387094E-2,0.000,9.6774193548387094E-2,31,7,5,8,8,3,11,0.226,0.161,0.258,0.258,9.6774193548387094E-2,0.355,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
370,Langley Elementary School,04,38,16,4,8,8,2,10,0.421,0.105,0.211,0.211,5.2631578947368418E-2,0.263,38,17,6,10,5,0,5,0.447,0.158,0.263,0.132,0.000,0.132,.,,,,,,,,,,,.,,,,,,,,,,
370,Langley Elementary School,05,28,7,9,4,8,0,8,0.250,0.321,0.143,0.286,0.000,0.286,28,12,6,5,3,2,5,0.429,0.214,0.179,0.107,7.1428571428571425E-2,0.179,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
370,Langley Elementary School,ALL,97,33,19,24,19,2,21,0.340,0.196,0.247,0.196,2.0618556701030927E-2,0.216,97,36,17,23,16,5,21,0.371,0.175,0.237,0.165,5.1546391752577317E-2,0.216,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
402,Benjamin Banneker High School,ALL,122,0,1,3,59,59,118,0.000,8.1967213114754103E-3,2.4590163934426229E-2,0.484,0.484,0.967,137,0,1,23,90,23,113,0.000,7.2992700729927005E-3,0.168,0.657,0.168,0.825,.,,,,,,,,,,,.,,,,,,,,,,
402,Benjamin Banneker High School,HS,122,0,1,3,59,59,118,0.000,8.1967213114754103E-3,2.4590163934426229E-2,0.484,0.484,0.967,137,0,1,23,90,23,113,0.000,7.2992700729927005E-3,0.168,0.657,0.168,0.825,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,03,33,7,10,11,5,0,5,0.212,0.303,0.333,0.152,0.000,0.152,33,2,6,13,12,0,12,6.0606060606060608E-2,0.182,0.394,0.364,0.000,0.364,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,04,25,6,5,9,5,0,5,0.240,0.200,0.360,0.200,0.000,0.200,25,3,9,6,7,0,7,0.120,0.360,0.240,0.280,0.000,0.280,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,05,33,8,18,5,2,0,2,0.242,0.545,0.152,6.0606060606060608E-2,0.000,6.0606060606060608E-2,33,16,11,4,2,0,2,0.485,0.333,0.121,6.0606060606060608E-2,0.000,6.0606060606060608E-2,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,06,23,4,7,9,3,0,3,0.174,0.304,0.391,0.130,0.000,0.130,23,10,7,6,0,0,0,0.435,0.304,0.261,0.000,0.000,0.000,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,07,38,10,15,7,5,1,6,0.263,0.395,0.184,0.132,2.6315789473684209E-2,0.158,38,11,16,6,5,0,5,0.289,0.421,0.158,0.132,0.000,0.132,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,08,20,5,8,1,6,0,6,0.250,0.400,0.050,0.300,0.000,0.300,19,3,8,7,1,0,1,0.158,0.421,0.368,5.2631578947368418E-2,0.000,5.2631578947368418E-2,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,ALL,172,40,63,42,26,1,27,0.233,0.366,0.244,0.151,5.8139534883720929E-3,0.157,171,45,57,42,27,0,27,0.263,0.333,0.246,0.158,0.000,0.158,.,,,,,,,,,,,.,,,,,,,,,,
405,Deal Middle School,06,465,15,24,59,229,138,367,3.2258064516129031E-2,5.1612903225806452E-2,0.127,0.492,0.297,0.789,462,25,56,95,218,68,286,5.4112554112554112E-2,0.121,0.206,0.472,0.147,0.619,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
405,Deal Middle School,07,478,19,14,50,138,257,395,3.9748953974895397E-2,2.9288702928870293E-2,0.105,0.289,0.538,0.826,477,11,51,91,200,124,324,2.3060796645702306E-2,0.107,0.191,0.419,0.260,0.679,.,,,,,,,,,,,.,,,,,,,,,,
405,Deal Middle School,08,501,15,30,53,190,213,403,2.9940119760479042E-2,5.9880239520958084E-2,0.106,0.379,0.425,0.804,499,41,61,102,236,59,295,8.2164328657314628E-2,0.122,0.204,0.473,0.118,0.591,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
405,Deal Middle School,ALL,1444,49,68,162,557,608,1165,3.3933518005540168E-2,4.7091412742382273E-2,0.112,0.386,0.421,0.807,1438,77,168,288,654,251,905,5.3546592489568848E-2,0.117,0.200,0.455,0.175,0.629,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
407,Eliot-Hine Middle School,06,87,13,22,27,20,5,25,0.149,0.253,0.310,0.230,5.7471264367816091E-2,0.287,86,25,26,20,12,3,15,0.291,0.302,0.233,0.140,3.4883720930232558E-2,0.174,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
407,Eliot-Hine Middle School,07,56,14,19,10,12,1,13,0.250,0.339,0.179,0.214,1.7857142857142856E-2,0.232,56,9,24,16,7,0,7,0.161,0.429,0.286,0.125,0.000,0.125,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
407,Eliot-Hine Middle School,08,56,22,14,13,4,3,7,0.393,0.250,0.232,7.1428571428571425E-2,5.3571428571428568E-2,0.125,55,35,12,5,2,1,3,0.636,0.218,9.0909090909090912E-2,3.6363636363636362E-2,1.8181818181818181E-2,5.4545454545454543E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
407,Eliot-Hine Middle School,ALL,199,49,55,50,36,9,45,0.246,0.276,0.251,0.181,4.5226130653266333E-2,0.226,197,69,62,41,21,4,25,0.350,0.315,0.208,0.107,2.030456852791878E-2,0.127,10,4,3,2,1,3,0.400,0.300,0.200,0.100,0.300,10,1,5,1,3,4,0.100,0.500,0.100,0.300,0.400
409,School Without Walls @ Francis-Stevens,03,35,7,3,6,15,4,19,0.200,8.5714285714285715E-2,0.171,0.429,0.114,0.543,35,4,3,4,15,9,24,0.114,8.5714285714285715E-2,0.114,0.429,0.257,0.686,.,,,,,,,,,,,.,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,04,41,9,9,8,14,1,15,0.220,0.220,0.195,0.341,2.4390243902439025E-2,0.366,41,4,8,10,17,2,19,9.7560975609756101E-2,0.195,0.244,0.415,4.878048780487805E-2,0.463,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,05,37,7,8,7,13,2,15,0.189,0.216,0.189,0.351,5.4054054054054057E-2,0.405,37,3,9,10,10,5,15,8.1081081081081086E-2,0.243,0.270,0.270,0.135,0.405,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
