CDSCode,County,District,School,City,Charter,SOCType,Virtual,Magnet,Latitude,Longitude
33672070140491,Riverside,Perris Union High,Liberty High,Winchester,N,High Schools (Public),N,N,33.652231,-117.12112
33672073330172,Riverside,Perris Union High,Perris Lake High (Continuation),Perris,N,Continuation High Schools,N,N,33.772070,-117.24515
33672073330727,Riverside,Perris Union High,Paloma Valley High,Menifee,N,High Schools (Public),N,N,33.665117,-117.18878
33672073335973,Riverside,Perris Union High,Perris High,Perris,N,High Schools (Public),N,N,33.801127,-117.22389
33672150115709,Riverside,Riverside Unified,Riverside Virtual,Riverside,N,K-12 Schools (Public),F,N,33.974115,-117.37454
33672153330024,Riverside,Riverside Unified,Arlington High,Riverside,N,High Schools (Public),N,N,33.912916,-117.42955
33672153330511,Riverside,Riverside Unified,Opportunity Program,Riverside,N,Opportunity Schools,N,N,33.940630,-117.37898
33672153330677,Riverside,Riverside Unified,Raincross High (Continuation),Riverside,N,Continuation High Schools,N,N,33.940630,-117.37898
33672153330859,Riverside,Riverside Unified,Martin Luther King Jr. High,Riverside,N,High Schools (Public),N,N,33.885469,-117.33137
33672153334406,Riverside,Riverside Unified,John W. North High,Riverside,N,High Schools (Public),N,N,33.982968,-117.34610
33672153336237,Riverside,Riverside Unified,Polytechnic High,Riverside,N,High Schools (Public),N,N,33.952639,-117.37019
33672153336492,Riverside,Riverside Unified,Ramona High,Riverside,N,High Schools (Public),N,Y,33.938785,-117.41435
33672153336955,Riverside,Riverside Unified,Abraham Lincoln Continuation,Riverside,N,Continuation High Schools,N,N,33.971135,-117.36598
33672493330313,Riverside,San Jacinto Unified,San Jacinto Adult,San Jacinto,N,Adult Education Centers,N,No Data,33.796162,-116.97379
33672493337649,Riverside,San Jacinto Unified,Mountain View High,San Jacinto,N,Continuation High Schools,N,N,33.796201,-116.97386
33672493337656,Riverside,San Jacinto Unified,San Jacinto High,San Jacinto,N,High Schools (Public),N,N,33.794073,-116.96513
33736760100255,Riverside,Coachella Valley Unified,Desert Mirage High,Thermal,N,High Schools (Public),N,N,33.569349,-116.16154
33736760121673,Riverside,Coachella Valley Unified,NOVA Academy - Coachella,Coachella,Y,High Schools (Public),N,N,33.663070,-116.18966
33736763330032,Riverside,Coachella Valley Unified,La Familia Continuation High,Thermal,N,Continuation High Schools,N,N,33.638716,-116.14222
33736763330354,Riverside,Coachella Valley Unified,West Shores High,Salton City,N,High Schools (Public),N,N,33.305383,-115.95030
33736763330990,Riverside,Coachella Valley Unified,Coachella Valley High,Thermal,N,High Schools (Public),N,N,33.642091,-116.20208
33744923390028,Riverside,Riverside County Office Of Education ROP,Riverside County ROP,Riverside,N,ROC/ROP,No Data,No Data,33.978494,-117.38054
33751760107920,Riverside,Lake Elsinore Unified,Lakeside High,Lake Elsinore,N,High Schools (Public),N,N,33.668534,-117.38110
33751763330115,Riverside,Lake Elsinore Unified,Ortega High,Lake Elsinore,N,Continuation High Schools,C,N,33.680336,-117.33856
33751763330487,Riverside,Lake Elsinore Unified,Temescal Canyon High,Lake Elsinore,N,High Schools (Public),N,N,33.702980,-117.34678
33751763330735,Riverside,Lake Elsinore Unified,Valley Adult,Lake Elsinore,N,Adult Education Centers,N,No Data,33.681818,-117.33620
33751763332350,Riverside,Lake Elsinore Unified,Elsinore High,Wildomar,N,High Schools (Public),N,N,33.623318,-117.27971
33751920105734,Riverside,Temecula Valley Unified,Great Oak High,Temecula,N,High Schools (Public),C,N,33.452430,-117.09213
33751923330370,Riverside,Temecula Valley Unified,Temecula Valley High,Temecula,N,High Schools (Public),C,N,33.503645,-117.11659
33751923330495,Riverside,Temecula Valley Unified,Rancho Vista High,Temecula,N,Continuation High Schools,C,N,33.488006,-117.10490
33751923330719,Riverside,Temecula Valley Unified,Temecula Valley Adult,Temecula,N,Adult Education Centers,N,No Data,33.490548,-117.10380
33751923330743,Riverside,Temecula Valley Unified,Chaparral High,Temecula,N,High Schools (Public),C,N,33.539603,-117.14648
33752000100420,Riverside,Murrieta Valley Unified,Vista Murrieta High,Murrieta,N,High Schools (Public),N,N,33.598202,-117.17336
33752000113670,Riverside,Murrieta Valley Unified,Murrieta Valley Adult Education,Murrieta,N,Adult Education Centers,N,No Data,33.560232,-117.23251
33752000118794,Riverside,Murrieta Valley Unified,Murrieta Mesa High,Murrieta,N,High Schools (Public),N,N,33.563366,-117.20106
33752000141275,Riverside,Murrieta Valley Unified,Murrieta Options Academy,Murrieta,N,Continuation High Schools,C,N,33.560898,-117.23186
33752003330529,Riverside,Murrieta Valley Unified,Murrieta Valley High,Murrieta,N,High Schools (Public),N,N,33.567041,-117.22885
33752420109108,Riverside,Val Verde Unified,Citrus Hill High,Perris,N,High Schools (Public),N,N,33.856351,-117.33125
33752420109652,Riverside,Val Verde Unified,Val Verde Student Success Academy,Perris,N,Opportunity Schools,N,N,33.838502,-117.24703
33752420133306,Riverside,Val Verde Unified,Orange Vista High,Perris,N,High Schools (Public),N,N,33.815784,-117.23884
33752423330552,Riverside,Val Verde Unified,Rancho Verde High,Moreno Valley,N,High Schools (Public),N,N,33.860501,-117.20854
33752423330560,Riverside,Val Verde Unified,Val Verde High,Perris,N,Continuation High Schools,N,N,33.839200,-117.24500
34103480106229,Sacramento,Sacramento County Office of Education,Palmiter Special Education,Sacramento,N,Special Education Schools (Public),N,N,38.602667,-121.41990
34103480106237,Sacramento,Sacramento County Office of Education,Elinor Lincoln Hickey Jr./Sr. High,Sacramento,N,County Community,N,N,38.602667,-121.41990
34103480106245,Sacramento,Sacramento County Office of Education,North Area Community,Sacramento,N,County Community,N,N,38.640065,-121.41985
34103480106278,Sacramento,Sacramento County Office of Education,El Centro Jr./Sr. High,Sacramento,N,Juvenile Court Schools,N,N,38.545077,-121.34164
34103480118745,Sacramento,Sacramento County Office of Education,Nathaniel S. Colley Sr. High,Sacramento,N,County Community,C,N,38.481641,-121.40342
34322760330027,Sacramento,California Education Authority (CEA) Headquarters,Pine Grove Youth Conservation Camp,Pine Grove,N,Youth Authority Facilities,N,N,38.413972,-120.64385
34322763990025,Sacramento,California Education Authority (CEA) Headquarters,N.A. Chaderjian High,Stockton,N,Youth Authority Facilities,N,N,37.891183,-121.19782
34322765637780,Sacramento,California Education Authority (CEA) Headquarters,Mary B. Perry High,Camarillo,N,Youth Authority Facilities,N,N,34.243546,-119.10636
34673140105916,Sacramento,Elk Grove Unified,Monterey Trail High,Elk Grove,N,High Schools (Public),C,N,38.440513,-121.39196
34673140108753,Sacramento,Elk Grove Unified,Pleasant Grove High,Elk Grove,N,High Schools (Public),N,N,38.423694,-121.34217
34673140116897,Sacramento,Elk Grove Unified,Cosumnes Oaks High,Elk Grove,N,High Schools (Public),N,N,38.399290,-121.39747
34673140137281,Sacramento,Elk Grove Unified,SAVA - Sacramento Academic and Vocational Academy - EGUSD,Elk Grove,Y,High Schools (Public),N,N,38.426659,-121.46097
34673143430170,Sacramento,Elk Grove Unified,Valley High,Sacramento,N,High Schools (Public),C,N,38.455542,-121.43024
34673143430311,Sacramento,Elk Grove Unified,Calvine High,Sacramento,N,Continuation High Schools,N,N,38.454415,-121.37833
34673143430329,Sacramento,Elk Grove Unified,Rio Cazadero High (Continuation),Sacramento,N,Continuation High Schools,N,N,38.469297,-121.43304
34673143430477,Sacramento,Elk Grove Unified,Florin High,Sacramento,N,High Schools (Public),C,N,38.468059,-121.39031
34673143430592,Sacramento,Elk Grove Unified,Laguna Creek High,Elk Grove,N,High Schools (Public),C,N,38.428684,-121.42714
34673143430618,Sacramento,Elk Grove Unified,Sheldon High,Sacramento,N,High Schools (Public),C,N,38.455400,-121.34863
34673143430873,Sacramento,Elk Grove Unified,Franklin High,Elk Grove,N,High Schools (Public),C,N,38.393817,-121.42881
34673143432002,Sacramento,Elk Grove Unified,Daylor (William) High (Continuation),Sacramento,N,Continuation High Schools,V,N,38.488841,-121.43240
34673143432572,Sacramento,Elk Grove Unified,Elk Grove High,Elk Grove,N,High Schools (Public),N,N,38.401687,-121.37151
34673146112254,Sacramento,Elk Grove Unified,Elk Grove Charter,Elk Grove,Y,High Schools (Public),C,N,38.391350,-121.43717
34673300113571,Sacramento,Folsom-Cordova Unified,Vista del Lago High,Folsom,N,High Schools (Public),C,N,38.655755,-121.10345
34673303430667,Sacramento,Folsom-Cordova Unified,Prospect Community Day,Rancho Cordova,N,District Community Day Schools,N,N,38.601301,-121.27554
34673303430709,Sacramento,Folsom-Cordova Unified,Folsom Lake High,Folsom,N,Continuation High Schools,C,N,38.648972,-121.15521
34673303431533,Sacramento,Folsom-Cordova Unified,Cordova High,Rancho Cordova,N,High Schools (Public),C,Y,38.599656,-121.30919
34673303433216,Sacramento,Folsom-Cordova Unified,Folsom High,Folsom,N,High Schools (Public),C,N,38.649490,-121.15518
34673303434792,Sacramento,Folsom-Cordova Unified,Kinney High (Continuation),Rancho Cordova,N,Continuation High Schools,C,N,38.602310,-121.27574
34673550119131,Sacramento,Galt Joint Union High,Liberty Ranch High,Galt,N,High Schools (Public),N,N,38.286531,-121.27886
34673553432903,Sacramento,Galt Joint Union High,Estrellita Continuation High,Galt,N,Continuation High Schools,N,N,38.285673,-121.28260
34673553433471,Sacramento,Galt Joint Union High,Galt High,Galt,N,High Schools (Public),N,Y,38.255883,-121.30027
34674130107383,Sacramento,River Delta Joint Unified,River Delta Community Day,Courtland,N,District Community Day Schools,N,N,38.329985,-121.56886
34674133430469,Sacramento,River Delta Joint Unified,River Delta High/Elementary (Alternative),Rio Vista,N,Alternative Schools of Choice,N,N,38.151801,-121.69451
34674133430550,Sacramento,River Delta Joint Unified,Mokelumne High (Continuation),Courtland,N,Continuation High Schools,N,N,38.329525,-121.57069
34674134835302,Sacramento,River Delta Joint Unified,Rio Vista High,Rio Vista,N,High Schools (Public),N,N,38.154175,-121.69659
34674135731708,Sacramento,River Delta Joint Unified,Delta High,Clarksburg,N,High Schools (Public),N,N,38.416494,-121.52820
34674210137950,Sacramento,Robla Elementary,Marconi Learning Academy,Sacramento,Y,K-12 Schools (Public),N,N,38.617579,-121.40410
34674390101881,Sacramento,Sacramento City Unified,New Technology High,Sacramento,Y,High Schools (Public),C,N,38.518550,-121.50396
34674390101899,Sacramento,Sacramento City Unified,George Washington Carver School of Arts and Science,Sacramento,Y,High Schools (Public),C,N,38.564091,-121.31790
34674390101907,Sacramento,Sacramento City Unified,The MET,Sacramento,Y,High Schools (Public),C,N,38.567383,-121.50133
34674390101972,Sacramento,Sacramento City Unified,Rosemont High,Sacramento,N,High Schools (Public),C,N,38.544668,-121.33965
34674390102038,Sacramento,Sacramento City Unified,Sacramento Charter High,Sacramento,Y,High Schools (Public),N,N,38.556111,-121.46615
34674390108951,Sacramento,Sacramento City Unified,Arthur A. Benjamin Health Professions High,Sacramento,N,High Schools (Public),C,N,38.561318,-121.51147
34674390114546,Sacramento,Sacramento City Unified,School of Engineering & Sciences,Sacramento,N,Alternative Schools of Choice,C,N,38.493616,-121.53560
34674390137406,Sacramento,Sacramento City Unified,SAVA - Sacramento Academic and Vocational Academy - SCUSD,Sacramento,Y,High Schools (Public),N,N,38.526859,-121.40977
34674393430154,Sacramento,Sacramento City Unified,American Legion High (Continuation),Sacramento,N,Continuation High Schools,C,N,38.547858,-121.46527
34674393430865,Sacramento,Sacramento City Unified,West Campus,Sacramento,N,High Schools (Public),N,N,38.529345,-121.43879
34674393431012,Sacramento,Sacramento City Unified,Luther Burbank High,Sacramento,N,High Schools (Public),C,N,38.495828,-121.46754
34674393434636,Sacramento,Sacramento City Unified,Hiram W. Johnson High,Sacramento,N,High Schools (Public),C,N,38.539669,-121.42392
34674393434768,Sacramento,Sacramento City Unified,John F. Kennedy High,Sacramento,N,High Schools (Public),C,N,38.505135,-121.53429
34674393435419,Sacramento,Sacramento City Unified,C. K. McClatchy High,Sacramento,N,High Schools (Public),C,N,38.548617,-121.48961
34674396061832,Sacramento,Sacramento City Unified,Kit Carson International Academy,Sacramento,N,High Schools (Public),N,Y,38.560464,-121.44093
34674470135772,Sacramento,San Juan Unified,Meraki High,Fair Oaks,N,Alternative Schools of Choice,N,N,38.645255,-121.26401
34674473430048,Sacramento,San Juan Unified,Mesa Verde High,Citrus Heights,N,High Schools (Public),N,N,38.701801,-121.29497
34674473430097,Sacramento,San Juan Unified,La Entrada Continuation High,Sacramento,N,Continuation High Schools,N,N,38.663518,-121.34050
34674473430386,Sacramento,San Juan Unified,El Sereno Alternative Education,Fair Oaks,N,Alternative Schools of Choice,N,N,38.645725,-121.26421
34674473430493,Sacramento,San Juan Unified,Bella Vista High,Fair Oaks,N,High Schools (Public),N,N,38.664315,-121.25064
34674473430691,Sacramento,San Juan Unified,Options for Youth-San Juan,Carmichael,Y,High Schools (Public),C,N,38.648260,-121.32883
34674473431111,Sacramento,San Juan Unified,Casa Roble Fundamental High,Orangevale,N,High Schools (Public),N,N,38.700235,-121.21321
34674473432051,Sacramento,San Juan Unified,Del Campo High,Fair Oaks,N,High Schools (Public),N,N,38.655141,-121.30835
34674473432317,Sacramento,San Juan Unified,El Camino Fundamental High,Sacramento,N,High Schools (Public),N,N,38.610140,-121.36431
34674473435930,Sacramento,San Juan Unified,Mira Loma High,Sacramento,N,High Schools (Public),N,Y,38.634239,-121.37089
34674473436714,Sacramento,San Juan Unified,Rio Americano High,Sacramento,N,High Schools (Public),N,N,38.579337,-121.35639
34674473438504,Sacramento,San Juan Unified,San Juan High,Citrus Heights,N,High Schools (Public),N,N,38.678305,-121.28697
34674476034664,Sacramento,San Juan Unified,Laurel Ruff Transition,Sacramento,N,Special Education Schools (Public),N,N,38.663788,-121.33679
34739733430378,Sacramento,Center Joint Unified,Center High,Antelope,N,High Schools (Public),C,N,38.720291,-121.38979
34739733430451,Sacramento,Center Joint Unified,McClellan High (Continuation),Antelope,N,Continuation High Schools,N,N,38.728094,-121.39246
34745003490018,Sacramento,Sacramento County ROP,Sacramento County ROP,Sacramento,N,ROC/ROP,No Data,No Data,38.566143,-121.29861
34752830102236,Sacramento,Natomas Unified,Inderkum High,Sacramento,N,High Schools (Public),N,N,38.658360,-121.51718
34752830112425,Sacramento,Natomas Unified,Natomas Pacific Pathways Prep,Sacramento,Y,High Schools (Public),N,Y,38.655557,-121.54634
34752833430584,Sacramento,Natomas Unified,Natomas High,Sacramento,N,High Schools (Public),N,N,38.628873,-121.49500
34752833430626,Sacramento,Natomas Unified,Discovery High,Sacramento,N,Continuation High Schools,N,N,38.633100,-121.49428
34765050101832,Sacramento,Twin Rivers Unified,Futures High,Sacramento,Y,High Schools (Public),N,N,38.651018,-121.44300
34765050114272,Sacramento,Twin Rivers Unified,SAVA - Sacramento Academic and Vocational Academy,Sacramento,Y,High Schools (Public),N,N,38.646222,-121.48926
34765050130757,Sacramento,Twin Rivers Unified,Highlands Community Charter,Sacramento,Y,K-12 Schools (Public),C,N,38.637446,-121.43506
34765050139584,Sacramento,Twin Rivers Unified,California Innovative Career Academy,Sacramento,Y,K-12 Schools (Public),N,N,38.637015,-121.43530
34765053430261,Sacramento,Twin Rivers Unified,Pacific Career and Technology High,North Highlands,N,Continuation High Schools,N,N,38.684414,-121.37300
34765053430634,Sacramento,Twin Rivers Unified,Keema School for Independent Study,Sacramento,N,Alternative Schools of Choice,N,N,38.640683,-121.43699
34765053430881,Sacramento,Twin Rivers Unified,Vista Nueva Career and Technology High,Sacramento,N,Continuation High Schools,N,N,38.640057,-121.41888
34765053433265,Sacramento,Twin Rivers Unified,Foothill High,Sacramento,N,High Schools (Public),N,N,38.681085,-121.34925
34765053433794,Sacramento,Twin Rivers Unified,Grant Union High,Sacramento,N,High Schools (Public),N,N,38.636485,-121.43391
34765053434370,Sacramento,Twin Rivers Unified,Highlands High,North Highlands,N,High Schools (Public),N,N,38.687732,-121.35774
34765053436979,Sacramento,Twin Rivers Unified,Rio Linda High,Rio Linda,N,High Schools (Public),N,N,38.682213,-121.43846
