CDSCode,County,District,School,City,Charter,SOCType,Virtual,Magnet,Latitude,Longitude
43694274330023,Santa Clara,East Side Union High,Santa Teresa High,San Jose,N,High Schools (Public),C,Y,37.235085,-121.83050
43694274330031,Santa Clara,East Side Union High,Independence High,San Jose,N,High Schools (Public),C,Y,37.367797,-121.85961
43694274330312,Santa Clara,East Side Union High,Phoenix High,San Jose,N,Continuation High Schools,C,N,37.235085,-121.83050
43694274330353,Santa Clara,East Side Union High,Pegasus High,San Jose,N,Continuation High Schools,C,N,37.367797,-121.85961
43694274330361,Santa Clara,East Side Union High,Apollo High,San Jose,N,Continuation High Schools,C,N,37.331920,-121.82990
43694274330668,Santa Clara,East Side Union High,Latino College Preparatory Academy,San Jose,Y,High Schools (Public),C,N,37.359050,-121.81600
43694274330676,Santa Clara,East Side Union High,San Jose Conservation Corps Charter,San Jose,Y,High Schools (Public),N,N,37.372687,-121.89707
43694274330692,Santa Clara,East Side Union High,Evergreen Valley High,San Jose,N,High Schools (Public),C,N,37.325201,-121.77866
43694274332318,Santa Clara,East Side Union High,Foothill High,San Jose,N,Continuation High Schools,C,N,37.368063,-121.83867
43694274332995,Santa Clara,East Side Union High,Andrew P. Hill High,San Jose,N,High Schools (Public),C,Y,37.291923,-121.83173
43694274333639,Santa Clara,East Side Union High,James Lick High,San Jose,N,High Schools (Public),C,Y,37.368046,-121.83009
43694274334900,Santa Clara,East Side Union High,Mt. Pleasant High,San Jose,N,High Schools (Public),C,Y,37.345646,-121.80948
43694274335204,Santa Clara,East Side Union High,Oak Grove High,San Jose,N,High Schools (Public),C,Y,37.251575,-121.81892
43694274335428,Santa Clara,East Side Union High,William C. Overfelt High,San Jose,N,High Schools (Public),C,Y,37.330593,-121.82838
43694274335907,Santa Clara,East Side Union High,Piedmont Hills High,San Jose,N,High Schools (Public),C,Y,37.403788,-121.84899
43694274337903,Santa Clara,East Side Union High,Silver Creek High,San Jose,N,High Schools (Public),C,Y,37.304331,-121.80831
43694684330569,Santa Clara,Fremont Union High,Community Day,Sunnyvale,N,District Community Day Schools,C,N,37.352285,-122.03532
43694684331799,Santa Clara,Fremont Union High,Cupertino High,Cupertino,N,High Schools (Public),C,N,37.319663,-122.01041
43694684332474,Santa Clara,Fremont Union High,Fremont High,Sunnyvale,N,High Schools (Public),C,N,37.352616,-122.03500
43694684333316,Santa Clara,Fremont Union High,Homestead High,Cupertino,N,High Schools (Public),C,N,37.336600,-122.04887
43694684334421,Santa Clara,Fremont Union High,Lynbrook High,San Jose,N,High Schools (Public),C,N,37.300713,-122.00647
43694684334462,Santa Clara,Fremont Union High,Monta Vista High,Cupertino,N,High Schools (Public),C,N,37.315469,-122.05719
43694840114496,Santa Clara,Gilroy Unified,Dr. TJ Owens Gilroy Early College Academy,Gilroy,N,High Schools (Public),N,N,36.968352,-121.56335
43694840118380,Santa Clara,Gilroy Unified,Christopher High,Gilroy,N,High Schools (Public),N,N,37.038444,-121.60013
43694844332839,Santa Clara,Gilroy Unified,Gilroy High,Gilroy,N,High Schools (Public),N,N,36.997203,-121.57599
43694844334850,Santa Clara,Gilroy Unified,Mt. Madonna High,Gilroy,N,Continuation High Schools,N,N,37.021389,-121.59534
43695344334371,Santa Clara,Los Gatos-Saratoga Union High,Los Gatos High,Los Gatos,N,High Schools (Public),N,N,37.221218,-121.97707
43695344337762,Santa Clara,Los Gatos-Saratoga Union High,Saratoga High,Saratoga,N,High Schools (Public),N,N,37.267304,-122.02871
43695830102368,Santa Clara,Morgan Hill Unified,Ann Sobrato High,Morgan Hill,N,High Schools (Public),C,N,37.158768,-121.66775
43695834333951,Santa Clara,Morgan Hill Unified,Live Oak High,Morgan Hill,N,High Schools (Public),C,N,37.146484,-121.63401
43695834334488,Santa Clara,Morgan Hill Unified,Central High (Continuation),Morgan Hill,N,Continuation High Schools,C,N,37.154136,-121.67754
43696094334116,Santa Clara,Mountain View-Los Altos Union High,Los Altos High,Los Altos,N,High Schools (Public),N,N,37.384992,-122.10918
43696094334728,Santa Clara,Mountain View-Los Altos Union High,Mountain View High,Mountain View,N,High Schools (Public),N,N,37.358192,-122.06863
43696094334736,Santa Clara,Mountain View-Los Altos Union High,Alta Vista High,Mountain View,N,Continuation High Schools,N,N,37.361274,-122.06520
43696414332904,Santa Clara,Palo Alto Unified,Henry M. Gunn High,Palo Alto,N,High Schools (Public),N,N,37.399966,-122.13179
43696414335782,Santa Clara,Palo Alto Unified,Palo Alto High,Palo Alto,N,High Schools (Public),N,N,37.437857,-122.15779
43696664330080,Santa Clara,San Jose Unified,Gunderson High,San Jose,N,High Schools (Public),C,N,37.258238,-121.85269
43696664330585,Santa Clara,San Jose Unified,Downtown College Preparatory,San Jose,Y,High Schools (Public),C,N,37.316331,-121.87288
43696664330593,Santa Clara,San Jose Unified,Middle College High,San Jose,N,High Schools (Public),C,N,37.315671,-121.93015
43696664332110,Santa Clara,San Jose Unified,Broadway High,San Jose,N,Continuation High Schools,C,N,37.261114,-121.87934
43696664333522,Santa Clara,San Jose Unified,Leland High,San Jose,N,High Schools (Public),C,N,37.220338,-121.84737
43696664333795,Santa Clara,San Jose Unified,Abraham Lincoln High,San Jose,N,High Schools (Public),C,N,37.329212,-121.92388
43696664335949,Santa Clara,San Jose Unified,Pioneer High,San Jose,N,High Schools (Public),C,N,37.247184,-121.88445
43696664337200,Santa Clara,San Jose Unified,San Jose High,San Jose,N,High Schools (Public),C,N,37.350457,-121.87122
43696664338950,Santa Clara,San Jose Unified,Willow Glen High,San Jose,N,High Schools (Public),C,N,37.291588,-121.89640
43696740125443,Santa Clara,Santa Clara Unified,Santa Clara Community Day,Santa Clara,N,District Community Day Schools,N,N,37.342031,-121.99149
43696740135970,Santa Clara,Santa Clara Unified,Mission Early College High,Santa Clara,N,Alternative Schools of Choice,N,N,37.391216,-121.98204
43696740141283,Santa Clara,Santa Clara Unified,Kathleen MacDonald High,San Jose,N,High Schools (Public),N,N,37.408099,-121.93356
43696744330122,Santa Clara,Santa Clara Unified,Santa Clara High,Santa Clara,N,High Schools (Public),N,N,37.346501,-121.98306
43696744330247,Santa Clara,Santa Clara Unified,Wilson Alternative,Santa Clara,N,Alternative Schools of Choice,N,N,37.347036,-121.95527
43696744338406,Santa Clara,Santa Clara Unified,New Valley Continuation High,Santa Clara,N,Continuation High Schools,N,N,37.356890,-121.99573
43696744338802,Santa Clara,Santa Clara Unified,Adrian Wilcox High,Santa Clara,N,High Schools (Public),N,N,37.366875,-121.98578
43733870140673,Santa Clara,Milpitas Unified,Milpitas Middle College High,Milpitas,N,High Schools (Public),C,N,37.453595,-121.90101
43733874331039,Santa Clara,Milpitas Unified,Calaveras Hills,Milpitas,N,Continuation High Schools,N,N,37.435890,-121.88351
43733874334470,Santa Clara,Milpitas Unified,Milpitas High,Milpitas,N,High Schools (Public),N,N,37.450802,-121.89981
43742944395018,Santa Clara,Metro Education,Silicon Valley Career Technical Education,San Jose,N,ROC/ROP,No Data,No Data,37.279254,-121.86655
43743024395042,Santa Clara,Santa Clara County ROP,Santa Clara County ROP-South,Gilroy,N,ROC/ROP,No Data,No Data,37.004208,-121.57758
43766200119941,Santa Clara,North County Regional Occupational Center/Program (ROC/P),North County Regional Occupational Program,Sunnyvale,N,ROC/ROP,No Data,No Data,37.352285,-122.03532
43771490137315,Santa Clara,SBE - KIPP Navigate College Prep,KIPP Navigate College Prep,San Jose,Y,High Schools In 1 School Dist. (Public),N,N,37.346162,-121.80826
44104470136572,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Career Advancement Charter,Freedom,Y,High Schools (Public),C,N,36.938323,-121.77174
44104474430146,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Court,Santa Cruz,N,Juvenile Court Schools,N,N,36.987618,-122.03906
44104474430252,Santa Cruz,Santa Cruz County Office of Education,Pacific Collegiate Charter,Santa Cruz,Y,High Schools (Public),N,N,36.960515,-122.05978
44697990105858,Santa Cruz,Pajaro Valley Unified,Pajaro Valley High,Watsonville,N,High Schools (Public),N,N,36.912123,-121.79184
44697994430203,Santa Cruz,Pajaro Valley Unified,New School Community Day,Watsonville,N,District Community Day Schools,N,N,36.914788,-121.77704
44697994430245,Santa Cruz,Pajaro Valley Unified,Diamond Technology Institute,Watsonville,Y,High Schools (Public),C,N,36.923911,-121.77228
44697994430518,Santa Cruz,Pajaro Valley Unified,Aptos High,Aptos,N,High Schools (Public),N,N,36.976392,-121.86273
44697994437794,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation,La Selva Beach,N,Continuation High Schools,N,N,36.926463,-121.84602
44697994437901,Santa Cruz,Pajaro Valley Unified,Watsonville High,Watsonville,N,High Schools (Public),N,N,36.913070,-121.75301
44698074436754,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High,Felton,N,High Schools (Public),N,N,37.062407,-122.08011
44698234430187,Santa Cruz,Santa Cruz City High,Delta Charter,Aptos,Y,High Schools (Public),N,N,36.988456,-121.92461
44698234432340,Santa Cruz,Santa Cruz City High,Harbor High,Santa Cruz,N,High Schools (Public),N,N,36.987298,-121.99346
44698234436960,Santa Cruz,Santa Cruz City High,Costanoa Continuation High,Santa Cruz,N,Continuation High Schools,N,N,36.981154,-122.01414
44698234437109,Santa Cruz,Santa Cruz City High,Santa Cruz High,Santa Cruz,N,High Schools (Public),N,Y,36.971861,-122.03329
44698234437406,Santa Cruz,Santa Cruz City High,Soquel High,Soquel,N,High Schools (Public),N,N,36.992848,-121.95727
44745754490017,Santa Cruz,Santa Cruz County ROP,Santa Cruz County ROP,Santa Cruz,N,ROC/ROP,No Data,No Data,36.987726,-122.03909
44754324430211,Santa Cruz,Scotts Valley Unified,Scotts Valley High,Scotts Valley,N,High Schools (Public),N,N,37.073584,-122.00395
45104540132647,Shasta,Shasta County Office of Education,Shasta County Independent Study,Redding,N,High Schools (Public),N,N,40.629449,-122.39827
45104544530150,Shasta,Shasta County Office of Education,Shasta County Juvenile Court,Redding,N,Juvenile Court Schools,N,N,40.547911,-122.37979
45698564530028,Shasta,Anderson Union High,West Valley Early College High,Cottonwood,N,High Schools (Public),C,N,40.396824,-122.40665
45698564530051,Shasta,Anderson Union High,Oakview High (Alternative),Anderson,N,Alternative Schools of Choice,N,N,40.440750,-122.30476
45698564530069,Shasta,Anderson Union High,Anderson Adult Education,Anderson,N,Adult Education Centers,N,No Data,40.417477,-122.33979
45698564530192,Shasta,Anderson Union High,Anderson Community Day,Anderson,N,District Community Day Schools,N,N,40.440172,-122.30681
45698564530333,Shasta,Anderson Union High,Anderson New Technology High,Anderson,Y,High Schools (Public),C,N,40.451972,-122.29972
45698564530762,Shasta,Anderson Union High,North Valley High,Anderson,N,Continuation High Schools,N,N,40.442175,-122.30295
45698564530804,Shasta,Anderson Union High,Anderson High,Anderson,N,High Schools (Public),C,N,40.441396,-122.30590
45699894530010,Shasta,Fall River Joint Unified,Mountain View High (Continuation),Burney,N,Continuation High Schools,N,N,40.883213,-121.67232
45699894530226,Shasta,Fall River Joint Unified,Soldier Mountain High (Continuation),McArthur,N,Continuation High Schools,N,N,41.051249,-121.40223
45699894530242,Shasta,Fall River Joint Unified,Burney Community Day,Burney,N,District Community Day Schools,N,N,40.883213,-121.67232
45699894531000,Shasta,Fall River Joint Unified,Burney Junior-Senior High,Burney,N,High Schools (Public),N,N,40.875397,-121.58870
45699894533600,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,McArthur,N,High Schools (Public),N,N,41.046335,-121.40072
45699896050314,Shasta,Fall River Joint Unified,Mt. Burney Special Education Center,Burney,N,Special Education Schools (Public),N,N,40.875383,-121.58722
45701364530044,Shasta,Shasta Union High,Foothill High,Palo Cedro,N,High Schools (Public),N,N,40.528994,-122.23866
45701364530200,Shasta,Shasta Union High,Pioneer Continuation High,Redding,N,Continuation High Schools,N,N,40.588682,-122.40838
45701364530267,Shasta,Shasta Union High,Shasta Charter Academy,Redding,Y,High Schools (Public),C,N,40.576201,-122.37261
45701364530309,Shasta,Shasta Union High,Shasta Collegiate Academy,Redding,N,Alternative Schools of Choice,N,N,40.587313,-122.40450
45701364532750,Shasta,Shasta Union High,Enterprise High,Redding,N,High Schools (Public),N,N,40.558230,-122.35295
45701364537304,Shasta,Shasta Union High,Shasta High,Redding,N,High Schools (Public),N,N,40.586249,-122.40795
45745834590014,Shasta,Shasta-Trinity ROP,Shasta-Trinity ROP,Redding,N,ROC/ROP,No Data,No Data,40.547422,-122.38603
45752674530077,Shasta,Gateway Unified,Mountain Lakes High,Shasta Lake,N,Continuation High Schools,N,N,40.687771,-122.38711
45752674530176,Shasta,Gateway Unified,Gateway Community Day,Shasta Lake,N,District Community Day Schools,N,N,40.687771,-122.38711
45752674531901,Shasta,Gateway Unified,Central Valley High,Shasta Lake,N,High Schools (Public),N,N,40.675694,-122.37377
46104626077267,Sierra,Sierra County Office of Education,Sierra County Special Education,Loyalton,N,Special Education Schools (Public),N,N,39.679944,-120.24848
46701774630034,Sierra,Sierra-Plumas Joint Unified,Sierra Pass (Continuation),Loyalton,N,Continuation High Schools,N,N,39.678906,-120.24503
46701774632303,Sierra,Sierra-Plumas Joint Unified,Downieville Junior-Senior High,Downieville,N,K-12 Schools (Public),C,N,39.561245,-120.82732
46701774634259,Sierra,Sierra-Plumas Joint Unified,Loyalton High,Loyalton,N,High Schools (Public),C,N,39.678906,-120.24503
46748804690012,Sierra,WIlliam (R) Rouse ROP,William R. Rouse ROP,Sierraville,N,ROC/ROP,No Data,No Data,39.584377,-120.36868
47702504730164,Siskiyou,Dunsmuir Joint Union High,Dunsmuir Joint Union High Community Day,Dunsmuir,N,District Community Day Schools,C,N,41.210735,-122.27626
47702504732707,Siskiyou,Dunsmuir Joint Union High,Dunsmuir High,Dunsmuir,N,High Schools (Public),C,N,41.210735,-122.27626
47704664734356,Siskiyou,Siskiyou Union High,Happy Camp High,Happy Camp,N,High Schools (Public),N,N,41.795350,-123.37807
47704664734901,Siskiyou,Siskiyou Union High,McCloud High,McCloud,N,High Schools (Public),N,N,41.254194,-122.13461
47704664735403,Siskiyou,Siskiyou Union High,Mount Shasta High,Mount Shasta,N,High Schools (Public),N,N,41.348148,-122.31398
47704664738753,Siskiyou,Siskiyou Union High,Weed High,Weed,N,High Schools (Public),N,N,41.426903,-122.37345
47705164730024,Siskiyou,Yreka Union High,Discovery High,Yreka,N,Continuation High Schools,N,N,41.737098,-122.63852
47705164730073,Siskiyou,Yreka Union High,Yreka Union High Adult,Yreka,N,Adult Education Centers,N,No Data,41.739557,-122.63615
47705164730156,Siskiyou,Yreka Union High,Yreka Union High Community Day,Yreka,N,District Community Day Schools,N,N,41.737107,-122.63848
47705164739207,Siskiyou,Yreka Union High,Yreka High,Yreka,N,High Schools (Public),N,N,41.741131,-122.63771
47736844730081,Siskiyou,Butte Valley Unified,Cascade High,Dorris,N,Continuation High Schools,N,N,41.964149,-121.92438
47736844731253,Siskiyou,Butte Valley Unified,Butte Valley High,Dorris,N,High Schools (Public),C,N,41.964149,-121.92438
47748724790019,Siskiyou,Siskiyou ROP,Siskiyou County ROP,Yreka,N,ROC/ROP,No Data,No Data,41.738759,-122.63742
47764554730107,Siskiyou,Scott Valley Unified,Scott River High,Etna,N,Continuation High Schools,N,N,41.460307,-122.90085
47764554730206,Siskiyou,Scott Valley Unified,Scott Valley Community Day,Etna,N,District Community Day Schools,N,N,41.460450,-122.90077
47764554733309,Siskiyou,Scott Valley Unified,Etna Union High,Etna,N,High Schools (Public),N,N,41.460990,-122.89891
48104884830071,Solano,Solano County Office of Education,Solano County Juvenile Detention Facility - Evergreen Academy,Fairfield,N,Juvenile Court Schools,C,N,38.250115,-122.06613
48104886089668,Solano,Solano County Office of Education,Solano County Community,Fairfield,N,County Community,C,N,38.271411,-122.00674
48705240118968,Solano,Benicia Unified,Community Day,Benicia,N,District Community Day Schools,N,N,38.049961,-122.14958
48705244830048,Solano,Benicia Unified,Liberty High,Benicia,N,Continuation High Schools,N,N,38.049925,-122.15164
48705244831004,Solano,Benicia Unified,Benicia High,Benicia,N,High Schools (Public),N,N,38.062989,-122.17349
48705320102012,Solano,Dixon Unified,Dixon Community Day,Dixon,N,District Community Day Schools,N,N,38.447550,-121.82001
48705324830055,Solano,Dixon Unified,Maine Prairie High (Continuation),Dixon,N,Continuation High Schools,N,N,38.447549,-121.81986
48705324832259,Solano,Dixon Unified,Dixon High,Dixon,N,High Schools (Public),N,N,38.436088,-121.81672
48705404830170,Solano,Fairfield-Suisun Unified,Angelo Rodriguez High,Fairfield,N,High Schools (Public),N,N,38.197706,-122.14461
48705404830451,Solano,Fairfield-Suisun Unified,Armijo High,Fairfield,N,High Schools (Public),N,N,38.250617,-122.03907
48705404833000,Solano,Fairfield-Suisun Unified,Fairfield High,Fairfield,N,High Schools (Public),N,N,38.276688,-122.03104
48705404836003,Solano,Fairfield-Suisun Unified,Sem Yeto Continuation High,Fairfield,N,Continuation High Schools,N,N,38.276007,-122.03089
48705654830022,Solano,Travis Unified,Travis Education Center,Fairfield,N,Continuation High Schools,C,N,38.282956,-121.96051
48705654830154,Solano,Travis Unified,Travis Community Day,Fairfield,N,District Community Day Schools,C,N,38.282980,-121.96051
48705654838801,Solano,Travis Unified,Vanden High,Fairfield,N,High Schools (Public),C,N,38.283235,-121.96929
48705730135095,Solano,Vacaville Unified,Ernest Kimme Charter Academy,Vacaville,Y,High Schools (Public),C,N,38.347867,-121.98956
48705730141150,Solano,Vacaville Unified,Shereene Wilkerson Academy of Excellence,Vacaville,N,District Community Day Schools,C,N,38.365733,-121.97824
48705734830089,Solano,Vacaville Unified,Will C. Wood High,Vacaville,N,High Schools (Public),C,N,38.346124,-121.97474
48705734830113,Solano,Vacaville Unified,Buckingham Collegiate Charter Academy,Vacaville,Y,High Schools (Public),C,Y,38.358348,-121.98383
48705734837803,Solano,Vacaville Unified,Vacaville High,Vacaville,N,High Schools (Public),C,N,38.358831,-121.99316
48705810139816,Solano,Vallejo City Unified,Griffin Academy High,Vallejo,Y,High Schools (Public),C,N,38.132750,-122.24834
48705814830147,Solano,Vallejo City Unified,Jesse M. Bethel High,Vallejo,N,High Schools (Public),N,N,38.116993,-122.20190
48705814830196,Solano,Vallejo City Unified,MIT Academy,Vallejo,Y,High Schools (Public),N,N,38.150659,-122.24556
48705814838058,Solano,Vallejo City Unified,John Finney High (Continuation),Vallejo,N,Continuation High Schools,N,N,38.112407,-122.24433
48705814838504,Solano,Vallejo City Unified,Vallejo High,Vallejo,N,High Schools (Public),C,N,38.113666,-122.24472
48705816069900,Solano,Vallejo City Unified,Vallejo Adult Transition,Vallejo,N,Special Education Schools (Public),N,N,38.112407,-122.24433
49104964930079,Sonoma,Sonoma County Office of Education,Sonoma County Court,Santa Rosa,N,Juvenile Court Schools,N,N,38.511957,-122.79985
49104964930343,Sonoma,Sonoma County Office of Education,Sonoma County Alternative Education Programs,Santa Rosa,N,County Community,N,N,38.511957,-122.79985
49706074930327,Sonoma,West Sonoma County Union High,Laguna High,Forestville,N,Continuation High Schools,N,N,38.480585,-122.88837
49706074930400,Sonoma,West Sonoma County Union High,Analy High,Sebastopol,N,High Schools (Public),N,N,38.406988,-122.82646
49706560128983,Sonoma,Cloverdale Unified,Eagle Creek,Cloverdale,N,District Community Day Schools,C,N,38.807648,-123.02122
49706560139022,Sonoma,Cloverdale Unified,Online Academy - Sonoma County,Cloverdale,N,High Schools (Public),V,N,38.811107,-123.02213
49706564930848,Sonoma,Cloverdale Unified,Johanna Echols-Hansen High (Continuation),Cloverdale,N,Continuation High Schools,C,N,38.807152,-123.02102
49706564930855,Sonoma,Cloverdale Unified,Cloverdale High,Cloverdale,N,High Schools (Public),C,N,38.810837,-123.02119
49707064930053,Sonoma,Geyserville Unified,Buena Vista High,Geyserville,N,Continuation High Schools,N,N,38.722005,-122.89123
49708624930012,Sonoma,Petaluma Joint Union High,Casa Grande High,Petaluma,N,High Schools (Public),N,N,38.237149,-122.60173
49708624930103,Sonoma,Petaluma Joint Union High,Carpe Diem High (Continuation),Petaluma,N,Continuation High Schools,N,N,38.227894,-122.64617
49708624930111,Sonoma,Petaluma Joint Union High,Sonoma Mountain High (Continuation),Petaluma,N,Continuation High Schools,N,N,38.236770,-122.60207
49708624930236,Sonoma,Petaluma Joint Union High,Valley Oaks High (Alternative),Petaluma,N,Alternative Schools of Choice,N,N,38.237785,-122.62786
49708624935151,Sonoma,Petaluma Joint Union High,Petaluma High,Petaluma,N,High Schools (Public),N,N,38.227913,-122.64619
49708624935862,Sonoma,Petaluma Joint Union High,San Antonio High (Continuation),Petaluma,N,Continuation High Schools,N,N,38.238199,-122.62865
49708700106344,Sonoma,Piner-Olivet Union Elementary,Northwest Prep Charter,Santa Rosa,Y,K-12 Schools (Public),N,N,38.467124,-122.77276
49709204930160,Sonoma,Santa Rosa High,Elsie Allen High,Santa Rosa,N,High Schools (Public),C,N,38.401892,-122.73463
49709204930244,Sonoma,Santa Rosa High,Maria Carrillo High,Santa Rosa,N,High Schools (Public),C,N,38.478707,-122.66132
49709204934154,Sonoma,Santa Rosa High,Montgomery High,Santa Rosa,N,High Schools (Public),C,N,38.439925,-122.68535
49709204935292,Sonoma,Santa Rosa High,Piner High,Santa Rosa,N,High Schools (Public),C,N,38.460344,-122.76958
49709204935607,Sonoma,Santa Rosa High,Ridgway High (Continuation),Santa Rosa,N,Continuation High Schools,C,N,38.449562,-122.72183
49709204936803,Sonoma,Santa Rosa High,Santa Rosa High,Santa Rosa,N,High Schools (Public),C,N,38.453139,-122.71742
49709534930152,Sonoma,Sonoma Valley Unified,Creekside High,Sonoma,N,Continuation High Schools,N,N,38.283841,-122.45895
49709534937256,Sonoma,Sonoma Valley Unified,Sonoma Valley High,Sonoma,N,High Schools (Public),N,N,38.282925,-122.45910
49738820123786,Sonoma,Cotati-Rohnert Park Unified,Credo High,Rohnert Park,Y,High Schools (Public),N,N,38.323575,-122.68170
49738824930046,Sonoma,Cotati-Rohnert Park Unified,El Camino High,Rohnert Park,N,Continuation High Schools,C,N,38.341098,-122.68544
49738824930384,Sonoma,Cotati-Rohnert Park Unified,Technology High,Rohnert Park,N,Alternative Schools of Choice,N,N,38.334687,-122.69957
49738824935482,Sonoma,Cotati-Rohnert Park Unified,Rancho Cotate High,Rohnert Park,N,High Schools (Public),N,N,38.340966,-122.68537
49745914990040,Sonoma,Sonoma County ROP,Sonoma County ROP,Santa Rosa,N,ROC/ROP,No Data,No Data,38.511957,-122.79985
49753580138263,Sonoma,Windsor Unified,North Bay Met Academy,Windsor,N,Alternative Schools of Choice,C,N,38.541167,-122.81961
49753584930228,Sonoma,Windsor Unified,Windsor High,Windsor,N,High Schools (Public),N,N,38.542964,-122.81687
49753584930269,Sonoma,Windsor Unified,Windsor Oaks Academy,Windsor,N,Continuation High Schools,N,Y,38.542789,-122.81687
49753904930251,Sonoma,Healdsburg Unified,Marce Becerra Academy,Healdsburg,N,Continuation High Schools,N,N,38.621403,-122.86798
49753904932554,Sonoma,Healdsburg Unified,Healdsburg High,Healdsburg,N,High Schools (Public),N,N,38.621437,-122.86803
50105040129023,Stanislaus,Stanislaus County Office of Education,Stanislaus Alternative Charter,Modesto,Y,County Community,N,N,37.639359,-120.99615
50105045030069,Stanislaus,Stanislaus County Office of Education,Stanislaus County West Campus,Modesto,N,Juvenile Court Schools,N,N,37.660477,-121.04147
50105045030226,Stanislaus,Stanislaus County Office of Education,Petersen Alternative Center for Education,Modesto,N,County Community,N,N,37.647640,-121.01083
50105045030234,Stanislaus,Stanislaus County Office of Education,Valley College High,Modesto,Y,High Schools (Public),N,N,37.662448,-121.04282
50710430107136,Stanislaus,Ceres Unified,Whitmore Charter High,Ceres,Y,High Schools (Public),C,N,37.583917,-120.93328
50710430108076,Stanislaus,Ceres Unified,Central Valley High,Ceres,N,High Schools (Public),N,N,37.579662,-120.95697
50710430133827,Stanislaus,Ceres Unified,Ceres Special Education,Ceres,N,Special Education Schools (Public),N,N,37.590596,-120.94946
50710435030168,Stanislaus,Ceres Unified,Endeavor Alternative,Ceres,N,Alternative Schools of Choice,V,N,37.590216,-120.94854
50710435030200,Stanislaus,Ceres Unified,Argus High (Continuation),Ceres,N,Continuation High Schools,N,N,37.590216,-120.94854
50710435030879,Stanislaus,Ceres Unified,Ceres High,Ceres,N,High Schools (Public),N,N,37.595639,-120.95683
50710685031521,Stanislaus,Denair Unified,Denair High,Denair,N,High Schools (Public),C,N,37.523590,-120.80325
50711750110593,Stanislaus,Modesto City High,James C. Enochs High,Modesto,N,High Schools (Public),N,N,37.689247,-120.93487
50711750121129,Stanislaus,Modesto City High,Joseph A. Gregori High,Modesto,N,High Schools (Public),N,N,37.719779,-121.06131
50711755030010,Stanislaus,Modesto City High,Fred C. Beyer High,Modesto,N,High Schools (Public),N,N,37.688988,-120.96715
50711755030135,Stanislaus,Modesto City High,Peter Johansen High,Modesto,N,High Schools (Public),N,N,37.648373,-120.91708
50711755031380,Stanislaus,Modesto City High,Grace M. Davis High,Modesto,N,High Schools (Public),N,N,37.681172,-121.01003
50711755031802,Stanislaus,Modesto City High,Thomas Downey High,Modesto,N,High Schools (Public),N,N,37.656369,-120.97257
50711755034905,Stanislaus,Modesto City High,Modesto High,Modesto,N,High Schools (Public),N,N,37.638965,-120.89987
50711755034913,Stanislaus,Modesto City High,Robert Elliott Alternative Education Center,Modesto,N,Continuation High Schools,N,N,37.664356,-120.98473
50712170131037,Stanislaus,Patterson Joint Unified,Rising Sun,Vernalis,N,Special Education Schools (Public),N,N,37.609979,-121.28757
50712175030127,Stanislaus,Patterson Joint Unified,Del Puerto High,Patterson,N,Continuation High Schools,N,N,37.476276,-121.13956
50712175036256,Stanislaus,Patterson Joint Unified,Patterson High,Patterson,N,High Schools (Public),N,N,37.471617,-121.13662
50736015030036,Stanislaus,Newman-Crows Landing Unified,West Side Valley High (Continuation),Newman,N,Continuation High Schools,C,N,37.320133,-121.02423
50736015030150,Stanislaus,Newman-Crows Landing Unified,Newman-Crows Landing Adult,Newman,N,Adult Education Centers,N,No Data,37.320458,-121.02439
50736015030184,Stanislaus,Newman-Crows Landing Unified,Newman-Crows Landing Independent Study,Newman,N,Alternative Schools of Choice,V,N,37.320462,-121.02439
50736015030333,Stanislaus,Newman-Crows Landing Unified,Foothill Community Day,Newman,N,District Community Day Schools,N,N,37.320927,-121.02425
50736015035902,Stanislaus,Newman-Crows Landing Unified,Orestimba High,Newman,N,High Schools (Public),N,N,37.321809,-121.03105
50746095090014,Stanislaus,Yosemite ROP,Yosemite ROP,Modesto,N,ROC/ROP,N,No Data,37.639673,-120.99649
50755490116848,Stanislaus,Hughson Unified,Valley Community Day,Hughson,N,District Community Day Schools,N,N,37.602427,-120.86698
50755495032651,Stanislaus,Hughson Unified,Hughson High,Hughson,N,High Schools (Public),C,N,37.595247,-120.85952
50755495032669,Stanislaus,Hughson Unified,Dickens (Billy Joe) High (Continuation),Hughson,N,Continuation High Schools,C,N,37.602315,-120.86633
50755560112573,Stanislaus,Riverbank Unified,Adelante High,Riverbank,N,Continuation High Schools,C,N,37.737004,-120.92894
50755565036850,Stanislaus,Riverbank Unified,Riverbank High,Riverbank,N,High Schools (Public),C,N,37.730821,-120.91980
50755645030176,Stanislaus,Oakdale Joint Unified,Oakdale Charter,Oakdale,Y,High Schools (Public),C,N,37.771962,-120.83823
50755645030192,Stanislaus,Oakdale Joint Unified,Valley Oak Online Learning Academy,Oakdale,N,Alternative Schools of Choice,V,N,37.760848,-120.85713
50755645031950,Stanislaus,Oakdale Joint Unified,East Stanislaus High,Oakdale,N,Continuation High Schools,C,N,37.760606,-120.85711
50755645035654,Stanislaus,Oakdale Joint Unified,Oakdale High,Oakdale,N,High Schools (Public),C,N,37.761648,-120.85525
